longitude,latitude,toll_name,geo_state
77.4444647,28.6352945,Dundahera Dme Km 1990 Toll Plaza,Uttar Pradesh
78.2433538,17.3550809,Dundigal Toll Plaza,Telangana
76.3183413,26.6669066,Dungarpur Toll Plaza,Rajasthan
78.8731848,13.7142622,Durgamvaripalli Toll Plaza,Andhra Pradesh
81.2879637,21.2145939,Durgbypass Toll Plaza,Chhattisgarh
76.3180689,20.0341381,Dusarbid Toll Plaza,Maharashtra
77.5193241,28.7040936,"Eastern Peripheral Expy, Kallu Garhi Toll Plaza",Uttar Pradesh
85.573642,23.1801618,Edalhatu Toll Plaza,Jharkhand
78.2491863,17.4631571,Edulanagulapally Toll Plaza,Telangana
81.8275702,16.7152749,Eethakota At Km.946.300 Toll Plaza,Andhra Pradesh
80.1981201,12.8903033,Egatur Toll Plaza,Tamil Nadu
78.6881905,22.1914044,Eklehra Toll Plaza,Madhya Pradesh
79.9282991,16.107884,Elchuru Toll Plaza,Andhra Pradesh
77.6718006,12.84615,Electronic City Phase 1 Toll Plaza,Karnataka
78.0950206,9.7825415,Elliyarpathy Toll Plaza,Tamil Nadu
79.0690826,12.2873114,Enamkariyandal Toll Plaza,Tamil Nadu
77.522138,28.7043077,Epe Rasoolpur Toll Plaza,Uttar Pradesh
79.3800918,16.5409784,Ethipothala Emc Check Post Toll Plaza,Andhra Pradesh
77.9143524,9.3853728,Etturvattam Toll Plaza,Tamil Nadu
77.1903575,23.2243383,Fanda Toll Plaza,Madhya Pradesh
79.523939,28.234589,Faridpur Toll Plaza,Uttar Pradesh
76.856801,28.455781,Farukhnagar Toll Plaza,Haryana
76.5730701,25.1217538,Fatehpur Toll Plaza,Rajasthan
77.588983,28.437396,Fatehpur Rampur Toll Plaza,Uttar Pradesh
74.7739564,30.8694075,Ferozeshah Toll Plaza,Punjab
79.4192001,22.043479,Fulara Toll Plaza,Madhya Pradesh
82.8620799,26.159309,Fulvariya Toll Plaza,Uttar Pradesh
77.7485584,24.6699204,Futera Toll Plaza,Madhya Pradesh
75.1398987,15.3186326,Gabbur Toll Plaza,Karnataka
77.9465697,28.0626932,Gabhana Toll Plaza,Uttar Pradesh
79.6733857,23.3018395,Gadaghat Toll Plaza,Madhya Pradesh
79.1883068,13.4788727,Gadanki Toll Plaza,Andhra Pradesh
82.4915518,24.1463378,Gadariya Toll Plaza,Madhya Pradesh
77.7379761,21.92022,Gadha Toll Plaza,Madhya Pradesh
70.2954205,21.4252623,Gadoi Toll Plaza,Gujarat
77.2905541,28.249093,Gadpuri Toll Plaza,Haryana
73.234089,25.8232645,Gajangarh Toll Plaza,Rajasthan
91.0488899,26.4422694,Galia Toll Plaza,Assam
78.3624895,19.0266144,Gamjal Toll Plaza,Telangana
76.7603192,12.4727851,Gananguru Toll Plaza,Karnataka
74.5038589,15.6932135,Ganebail Toll Plaza,Karnataka
72.61884,28.475248,Gangajali Toll Plaza,Rajasthan
78.8269163,22.1221953,Gangiwara Toll Plaza,Madhya Pradesh
79.097685,15.9299861,Ganpathiforestcheckpost Toll Plaza,Andhra Pradesh
75.6443101,24.2982939,"Garoth Junction, Delhi-Mumbai Experessway Toll Plaza",Madhya Pradesh
73.0187547,18.9519823,Gavhan Toll Plaza,Maharashtra
77.8625207,20.621661,Gavner Talegaon Shivni Toll Plaza,Maharashtra
88.18255524,25.19596609,Gazole Toll Plaza,West Bengal
76.546748,26.3785639,Gb(Newadiya) Toll Plaza,Rajasthan
74.7800782,26.5510356,Gegal Toll Plaza,Rajasthan
76.7368378,30.4037963,Ghagghar Toll Plaza,Haryana
74.7845327,19.8937206,Ghaigaon Jambargaon Toll Plaza,Maharashtra
77.0680878,28.334735,Ghamroj Sohna Road Toll Plaza,Haryana
85.9481684,24.0306507,Ghanghri Toll Plaza,Jharkhand
81.395713,26.613176,Gharkuiya Toll Plaza,Uttar Pradesh
76.9781113,29.5824826,Gharonda Toll Plaza,Haryana
76.9937431,27.765635,Ghata Samsabad Toll Plaza,Haryana
75.5692668,22.6445544,Ghatabillod Toll Plaza,Madhya Pradesh
78.3999799,17.2635132,Ghatkesar Toll Plaza,Telangana
89.6189424,26.3052749,Ghogarkuthi Toll Plaza,West Bengal
78.025027,22.125288,Ghoradongri Toll Plaza,Madhya Pradesh
73.6148021,19.7088664,Ghoti Toll Plaza,Maharashtra
76.144022,30.84522,Ghulal Toll Plaza,Punjab
74.9674083,15.4608344,Goa Toll Plaza,Karnataka
75.0581381,29.1343611,Gogamedi Toll Plaza,Rajasthan
73.6454253,27.2521763,Gogelao Toll Plaza,Rajasthan
73.5236481,24.7660669,Gogunda Toll Plaza,Rajasthan
77.3996691,23.396221,Golkheri Toll Plaza,Madhya Pradesh
82.271843,17.139122,Gollaprolu Toll Plaza,Andhra Pradesh
74.0689401,19.7900785,Gonde Toll Plaza,Maharashtra
78.89657,21.1366609,Gondkhairi Toll Plaza,Maharashtra
82.4794995,25.1664995,Gopalpur Toll Plaza,Uttar Pradesh
75.0935213,25.2739323,Gopalpura Toll Plaza,Rajasthan
78.832752,25.9716536,Goragaon Toll Plaza,Madhya Pradesh
84.0409791,18.619941,Gorribanda Toll Plaza,Andhra Pradesh
69.9099363,21.3182776,Gorsar Toll Plaza,Gujarat
83.2121582,17.7138902,Goshtani Gate Toll Plaza,Andhra Pradesh
83.6808719,21.7701627,Govindpur Toll Plaza,Odisha
80.67965797,17.26814649,Gowraram Toll Plaza,Telangana
89.7558706,26.4766276,Guabari Toll Plaza,West Bengal
77.153308,13.022707,Gudemaranahalli Toll Plaza,Karnataka
85.6684031,20.2036045,Gudipada Or Gangapada Toll Plaza,Odisha
73.9997559,24.4035907,Gudli Toll Plaza,Rajasthan
78.82135,17.4855493,Guduru Toll Plaza,Telangana
76.5601796,14.0535343,Guilalu Toll Plaza,Karnataka
81.5264719,27.8270883,Gulalpurva Toll Plaza,Uttar Pradesh
82.9241476,27.4437988,Gulhaura Toll Plaza,Uttar Pradesh
75.938269,25.9929345,Gumanpura Toll Plaza,Rajasthan
78.3690734,17.673115,Gummadidala Toll Plaza,Telangana
77.5126405,13.4290972,Gunjur Toll Plaza,Karnataka
85.1400767,19.6382311,Gurapali Toll Plaza,Odisha
78.7771289,26.9979141,Gurau (Formerly Semra Atikaba Toll Plaza,Uttar Pradesh
78.7745392,26.9968178,Gurau Toll Plaza,Uttar Pradesh
82.1094796,24.7423271,GVR Behari Toll Plaza,Madhya Pradesh
73.7686867,26.902165,Gwaloo Toll Plaza,Rajasthan
74.5846,21.2538,Hadakhed Border Checkpost Toll Plaza,Maharashtra
74.9499405,19.9313803,Hadas Pimpalgaon Toll Plaza,Maharashtra
82.802275,26.137818,Hadwa Toll Plaza,Uttar Pradesh
78.873033,20.852147,Haladgao Toll Plaza,Maharashtra
77.4538423,15.8190584,Halaharvi Toll Plaza,Andhra Pradesh
81.767436,26.512745,Haliyapur Toll Plaza,Uttar Pradesh
75.8551,15.3909,Halligudi Toll Plaza,Karnataka
73.46537,22.4899052,Halol Toll Plaza,Gujarat
79.6940665,25.6335851,Hamirpur Km 125 Toll Plaza,Uttar Pradesh
75.3470298,14.5615075,Hamsabhavi Toll Plaza,Karnataka
82.153785,25.3788318,Handia Toll Plaza,Uttar Pradesh
82.157186,25.3784365,Handiya (Sujala ) Toll Plaza,Uttar Pradesh
74.3359426,29.5199622,Hanumangarh Toll Plaza,Rajasthan
73.87425,29.8105744,Hanumangarh Toll Plaza,Rajasthan
79.6101261,23.8496372,Harduwani (Damoh) Toll Plaza,Madhya Pradesh
87.4428047,26.152746,Hariabara Toll Plaza,Bihar
84.2486539,24.5058349,Hariharnath Toll Plaza,Jharkhand
73.8398793,27.2553568,Harimma Toll Plaza,Rajasthan
75.9751401,14.806446,Harpanahalli Toll Plaza,Karnataka
81.7543869,25.1154169,Harro Near Ganne Toll Plaza,Uttar Pradesh
75.61428695,32.06178592,Harsa Mansar Toll Plaza,Punjab
78.121077,23.018177,Harshili Toll Plaza,Madhya Pradesh
76.6833938,17.0215108,Harwal Toll Plaza,Karnataka
86.1173884,21.14661,Hasanpur Toll Plaza,Odisha
71.4078337,25.5647594,Hathitala Toll Plaza,Rajasthan
73.545512,16.611829,Hativale Toll Plaza,Maharashtra
75.1305675,20.192863,Hatnur Toll Plaza,Maharashtra
79.5516532,24.1230312,Hatta Toll Plaza,Madhya Pradesh
74.51696,16.1433,Hattargi Toll Plaza,Karnataka
82.7250965,25.6760483,Hauj Toll Plaza,Uttar Pradesh
76.10668206,14.37575434,Hebbalu Toll Plaza,Karnataka
75.5470961,14.5470099,Hediyala Toll Plaza,Karnataka
76.801104,23.98798,Heeran Khedi Toll Plaza,Madhya Pradesh
74.7845618,13.1081587,Hejamadi Toll Plaza,Karnataka
77.1242045,28.2128673,Hilalpur Toll Plaza,Haryana
73.853973,29.1012213,Hindore Toll Plaza,Rajasthan
78.9812401,21.1368175,Hinga Toll Plaza,Maharashtra
78.9764911,21.0929274,Hingana Road Toll Plaza,Maharashtra
75.9247,26.8509,Hingonia Toll Plaza,Rajasthan
79.830014,20.104946,Hirapur Toll Plaza,Maharashtra
74.6478483,15.7630685,Hirebgewadi Toll Plaza,Karnataka
76.6645871,14.5251023,Hirehalli Toll Plaza,Karnataka
76.2985608,15.7729777,Hiremannapur Toll Plaza,Karnataka
76.3090223,15.3270667,Hitnal Toll Plaza,Karnataka
80.2508569,28.265214,Hitouta Toll Plaza,Uttar Pradesh
74.200879,19.5143978,Hiwargaon Pavasa Toll Plaza,Maharashtra
74.1964302,19.5152066,Hiwargaon Pawasa Toll Plaza,Maharashtra
74.4191054,14.3592071,Holgegadde Toll Plaza,Karnataka
77.770472,13.059797,Hoskote Toll Plaza,Karnataka
77.655833,12.858667,Hosur Road (P1) Toll Plaza,Karnataka
73.5195409,22.6475073,HSTL TP01- Khadki Toll Plaza,Gujarat
73.5152351,23.3639618,HSTL Tp03- Galiya Danti Toll Plaza,Gujarat
73.3034759,23.5050913,HSTL Tp04- Gajan Toll Plaza,Gujarat
73.6180402,23.0127692,HSTLtp02-Gaman Bariyanamuvada Toll Plaza,Gujarat
77.3475844,13.2710263,Hulikunte Toll Plaza,Karnataka
88.91929,26.5603733,Husludanga Toll Plaza,West Bengal
78.301089,20.5512,Husnapur Toll Plaza,Maharashtra
92.2742007,25.4675143,Ialong Toll Plaza,Meghalaya
75.5910059,17.592448,Ichgaon Toll Plaza,Maharashtra
80.7788699,24.3494061,Ichoul Toll Plaza,Madhya Pradesh
75.938208,22.822692,IDTL -A Toll Plaza,Madhya Pradesh
76.083811,22.9604489,IDTL -B Toll Plaza,Madhya Pradesh
77.1155492,28.5436113,IGI Toll Plaza,Delhi
78.2395045,18.5391673,Indalwai Toll Plaza,Telangana
77.3447134,28.6318004,Indirapuram Dme Km 9500 Toll Plaza,Uttar Pradesh
76.1693395,25.7438995,Indragarh Toll Plaza,Rajasthan
73.459836,25.829753,Indranagar Toll Plaza,Rajasthan
80.88360698,27.10353952,Itaunja Toll Plaza,Uttar Pradesh
81.2857111,25.999509,Itora Buzurg Toll Plaza,Uttar Pradesh
77.15136691,11.09521275,Kaniyur Toll Plaza,Tamil Nadu
73.452595,25.8284179,Jadan Toll Plaza NHAI,Rajasthan
77.611927,29.467707,Jagaheri Toll Plaza,Uttar Pradesh
75.4396511,30.4024658,Jagjitpura Toll Plaza,Punjab
78.8839306,29.2448802,Jagtapur Patti Toll Plaza,Uttarakhand
81.4196385,20.604713,Jagtara Toll Plaza,Chhattisgarh
75.6155475,26.8432591,Jaipur Toll Plaza,Rajasthan
79.6005617,22.5476424,Jaitpur Toll Plaza,Madhya Pradesh
74.0283396,28.8847182,Jaitpur Toll Plaza,Rajasthan
76.8343304,14.9813715,Jajirakallu Toll Plaza,Andhra Pradesh
73.1656843,26.4003868,Jajiwal Gehlota Toll Plaza,Rajasthan
88.1817649,22.5731795,Jaladhulagori Toll Plaza,West Bengal
76.9462455,30.5853689,Jaloli Toll Plaza,Haryana
75.1011203,33.5685651,Jamia Masjid Ujroo Toll Plaza,Jammu and Kashmir
75.1562748,21.7564403,Jamli Pllaza Toll Plaza,Madhya Pradesh
75.25813,21.92827,Jamli Toll Plaza,Madhya Pradesh
69.914093,22.427211,Jamnagar Bypass-Vadinar Toll Plaza,Gujarat
85.1191456,21.9917803,Jamudihi Toll Plaza,Odisha
85.373375,21.448549,Janasanpur Toll Plaza,Odisha
79.2551308,17.5862046,Jangaon Suryapet Highway Singarajupally Toll Plaza,Telangana
72.9778198,26.6176178,Jasnathnagar Toll Plaza,Rajasthan
76.4442789,21.7876065,Jaswadi Toll Plaza,Madhya Pradesh
72.4590951,24.8243427,Jaswantpura Toll Plaza,Rajasthan
74.3031699,25.9567539,Jaswantpura Toll Plaza,Rajasthan
76.613363,28.275006,Jat Gangaicha Toll Plaza,Haryana
76.1794815,28.1211933,Jat Guwana Toll Plaza,Haryana
72.9063357,26.9527372,Jathon Toll Plaza,Rajasthan
75.323065,31.499318,Jatl Dhilwan Toll Plaza,Punjab
74.9972238,31.5776948,Jatl Nijjerpura Toll Plaza,Punjab
75.9821208,13.7947182,Javoor Toll Plaza,Karnataka
80.0284,18.212011,Jawahar Nagar Toll Plaza,Telangana
77.3490203,17.1288911,Jawahar Nagar Toll Plaza,Karnataka
86.0443263,23.6681959,Jbora Toll Plaza,Jharkhand
88.0535763,26.34924,Jeerangachh Toll Plaza,Bihar
78.144507,14.168867,Jellipalli Toll Plaza,Andhra Pradesh
77.575418,28.11465,Jewar Toll Plaza,Uttar Pradesh
83.4340993,21.8172038,Jhalmala Toll Plaza,Chhattisgarh
76.952547,28.9225031,Jharoti Toll Plaza,Haryana
86.6357954,22.1806112,Jharpokharia Toll Plaza,Odisha
81.4111,24.5702,Jhiriya Toll Plaza,Madhya Pradesh
80.684727,25.8587402,Jindpur Toll Plaza,Uttar Pradesh
77.2770558,29.1645497,Jiwana Toll Plaza,Uttar Pradesh
77.9155516,14.9877002,Jodi Dharmapuram Toll Plaza,Andhra Pradesh
74.7514268,29.9621364,Jogewal Toll Plaza,Haryana
76.9849636,24.0884573,Jogipur Toll Plaza,Madhya Pradesh
81.4031707,24.5488719,Jognihai Toll Plaza,Madhya Pradesh
78.5455386,23.7972063,Johariya Sheikh Toll Plaza,Madhya Pradesh
74.625598,25.0829781,Jojro Ka Kheda Toll Plaza,Rajasthan
83.407779,18.0112654,Jonnada Toll Plaza,Andhra Pradesh
81.2751472,25.2462247,Jorwara Toll Plaza,Uttar Pradesh
78.4215673,28.836671,Joya Toll Plaza,Uttar Pradesh
76.4254498,29.0983865,Julana Toll Plaza,Haryana
75.2218139,21.8564553,Julwaniya Toll Plaza,Madhya Pradesh
79.1506863,22.3779242,Jungawani Toll Plaza,Madhya Pradesh
77.4686378,12.9194122,K N Huindy Toll Plaza,Karnataka
74.701976,16.359437,Kabbur Toll Plaza,Karnataka
76.9222844,23.8624223,Kachnaria Toll Plaza,Madhya Pradesh
76.6210313,12.957422,Kadabahalli Toll Plaza,Karnataka
76.6222499,12.9582334,Kadabhalli (Kirasave) Pl Toll Plaza,Karnataka
84.3135625,20.9590625,Kadaligarh Toll Plaza,Odisha
77.5528493,13.2116847,Kadathanamale Toll Plaza,Karnataka
78.5077593,16.9703587,Kadthal Toll Plaza,Telangana
77.2972627,23.2610018,Kahjuri Sadak Toll Plaza,Madhya Pradesh
75.0406676,33.8743618,Kaichachkoot Toll Plaza,Jammu and Kashmir
75.0423986,33.874125,Kaichakoot Toll Plaza,Jammu and Kashmir
71.2054167,26.6302996,Kair Fakir Ki Dhani Toll Plaza,Rajasthan
83.1476426,25.4949044,Kaithi Toll Plaza,Uttar Pradesh
79.3263588,26.7940559,Kakrahi Km 280 Toll Plaza,Uttar Pradesh
74.2603529,30.10524,Kala Tibba Toll Plaza,Punjab
76.1462412,30.2651485,Kalajhar Toll Plaza,Punjab
74.9143234,30.8245229,Kalan Toll Plaza,Punjab
81.022221,16.6763976,Kalaparru Toll Plaza,Andhra Pradesh
86.9363618,23.2179345,Kalapathar Toll Plaza,West Bengal
74.6306101,27.0402166,Kalawa Toll Plaza,Rajasthan
75.0051735,15.3971226,Kalghatgi Toll Plaza,Karnataka
77.1131816,28.0232023,Kalinger Toll Plaza,Haryana
78.9671143,10.9969028,Kallakudi Toll Plaza,Tamil Nadu
75.5345,14.0805,Kallapura Toll Plaza,Karnataka
75.0347506,23.2251601,Kalmora Toll Plaza,Madhya Pradesh
86.9363618,23.2179345,Kalpathar Toll Plaza,West Bengal
77.6503778,24.1269737,Kalyanpura Toll Plaza,Madhya Pradesh
77.8196024,17.6456314,Kamkole Toll Plaza,Telangana
79.2496742,21.2442417,Kamptee Kanhan Bypass Check T Toll Plaza,Maharashtra
77.4492002,17.8473165,Kamthana Toll Plaza,Karnataka
77.5274619,12.857774,Kanakapura Road (P3) Toll Plaza,Karnataka
76.4268831,14.5381083,Kananakatte Toll Plaza,Karnataka
85.4935831,22.0523871,Kandra Toll Plaza,Odisha
77.4310836,12.8595786,Kaniminike Toll Plaza,Karnataka
76.9959872,11.9803979,Kannegala Toll Plaza,Karnataka
76.7079747,17.3950797,Kannole Toll Plaza,Karnataka
72.1462,24.31493,Kansari Toll Plaza,Gujarat
85.8260561,21.5082779,Kantaghar Toll Plaza,Odisha
78.0111885,9.8442787,Kappalur Toll Plaza,Tamil Nadu
76.7685644,12.9626449,Karabylu Toll Plaza,Karnataka
77.0879855,25.5139183,Karahal Toll Plaza,Madhya Pradesh
75.0497723,31.0532558,Karahewala Toll Plaza,Punjab
79.4349819,26.5012167,Karampur Km 243 Toll Plaza,Uttar Pradesh
78.3880168,21.157636,Karanja Toll Plaza,Maharashtra
77.459837,20.5153476,Karanja Lad Toll Plaza,Maharashtra
84.6380463,19.0563687,Karapadu Toll Plaza,Andhra Pradesh
79.67284045,21.1396132,Kardha Toll Plaza,Maharashtra
73.3524169,24.2127734,Karel Toll Plaza,Rajasthan
85.507067,24.688738,Karigawan Toll Plaza,Bihar
75.0647902,15.7390182,Karikatti Toll Plaza,Karnataka
76.9538076,13.6118325,Karjeevanhally Toll Plaza,Karnataka
77.4026664,27.8553906,Karman Toll Plaza,Haryana
75.1981289,19.8902365,Karodi Toll Plaza,Maharashtra
75.0127319,15.4460761,Karwar Toll Plaza,Karnataka
74.8114369,27.0228576,Kasari Toll Plaza,Rajasthan
77.630328,15.061754,Kasepalli Toll Plaza,Andhra Pradesh
72.7807794,21.7152607,Kasherol Toll Plaza,Gujarat
77.6443459,28.8968725,Kashi Dme Km 5823 Toll Plaza,Uttar Pradesh
72.8285425,23.4102017,Kathpur Toll Plaza,Gujarat
76.360442,28.141642,Kathuwas Toll Plaza,Haryana
81.1704217,25.7495002,Katoghan Toll Plaza,Uttar Pradesh
79.0320896,21.1842307,Katol Road Toll Plaza,Maharashtra
76.0409283,23.2293053,Kaytha Toll Plaza,Madhya Pradesh
80.533416,16.385156,Kaza Mangalgiri Toll Plaza,Andhra Pradesh
80.3243561,16.7181505,Keesara (NH-65) Toll Plaza,Andhra Pradesh
80.2390978,16.741555,Keesara Gate Toll Plaza,Andhra Pradesh
78.385202,17.310012,Keesara Toll Plaza,Telangana
78.8982363,12.3822934,Keezhkuppam Toll Plaza,Tamil Nadu
75.14041589,25.93815345,Kekri Toll Plaza,Rajasthan
72.376381,26.1087841,Kelankot Toll Plaza,Rajasthan
78.54022,20.019307,Kelapur Toll Plaza,Maharashtra
78.5221,21.2817,Kelwad Check Post Toll Plaza,Maharashtra
78.8723439,21.4713575,Kelwad Toll Plaza,Maharashtra
75.0488677,25.2264768,Khachrol Toll Plaza,Rajasthan
81.3650697,24.5224338,Khadda Toll Plaza,Madhya Pradesh
74.9822118,19.5551641,Khadka Toll Plaza,Maharashtra
87.9026226,26.3189199,Khaikhat Toll Plaza,Bihar
80.75257643,27.50387508,Khairabad Toll Plaza,Uttar Pradesh
73.2853639,18.8010822,Khalapur Toll Plaza,Maharashtra
75.4569637,22.17368719,Khalghat Toll Plaza,Madhya Pradesh
77.1528312,28.1576418,Khalilpur Toll Plaza,Haryana
85.1929903,21.2498112,Khamara Toll Plaza,Odisha
78.3893887,21.693403,Khambara Toll Plaza,Madhya Pradesh
73.6279059,23.9936411,Khandi Obri Toll Plaza,Rajasthan
72.91690181,19.51914384,Khaniwade Toll Plaza,Maharashtra
80.0602037,25.5436277,Khanna Toll Plaza,Uttar Pradesh
80.0630536,25.5765946,Khanna Km 86 Toll Plaza,Uttar Pradesh
72.326372,26.578813,Khanori Toll Plaza,Rajasthan
76.3150907,24.6570061,Khanpur Toll Plaza,Rajasthan
73.3900837,28.2333309,Khara Toll Plaza,Rajasthan
73.3337076,28.2304774,KHARA TOLL PLAZA,Rajasthan
79.8238829,20.6065573,Kharbi Toll Plaza,Maharashtra
87.01154,25.385796,Kharik Toll Plaza,Bihar
76.376,28.926778,Kharkhara Toll Plaza,Haryana
76.946385,28.858488,Kharkhoda Toll Plaza,Haryana
77.6316868,21.3741511,Kharpi Check Post Toll Plaza,Maharashtra
76.2534739,29.3939865,Khatkar Toll Plaza,Haryana
79.4339888,21.7032275,Khawasa Toll Plaza,Madhya Pradesh
72.74086733,22.71617721,Kheda Toll Plaza,Gujarat
74.6849573,26.1031269,Khedi Toll Plaza,Rajasthan
73.8524647,18.3313818,Khed-Shivapur Toll Plaza,Maharashtra
73.8512103,18.3315641,Khedshivapur Toll Plaza,Maharashtra
72.3237362,27.283659,Kheerwa Toll Plaza,Rajasthan
73.1638511,26.1581389,Khejrali P W D Toll Plaza,Rajasthan
72.4627091,24.2413075,Khemana Toll Plaza,Gujarat
76.3479747,28.8265031,Kherari Toll Plaza,Haryana
76.5343486,29.5518204,Kheri Sharaf Ali Toll Plaza,Haryana
75.393667,24.0165842,Kherkheda Toll Plaza,Madhya Pradesh
76.9811308,28.3959589,Kherki Daula Toll Plaza,Haryana
80.5992648,24.122453,Kherwasani Toll Plaza,Madhya Pradesh
85.6971597,21.7056324,Khireitangiri Toll Plaza,Odisha
78.486586,23.0886331,Khiriya Toll Plaza,Madhya Pradesh
78.7649327,24.6414536,Khiriya Naka Toll Plaza,Madhya Pradesh
72.820181,26.787956,Khudiyala Toll Plaza,Rajasthan
74.7936904,29.8807575,Khuian Malkna Toll Plaza,Haryana
74.026137,30.0885478,Khuian Sarvar Toll Plaza,Punjab
79.2976212,21.4440458,Khumari Toll Plaza,Maharashtra
76.4254498,29.0983865,Kilazafargarh Toll Plaza,Haryana
74.298239,16.876605,Kini Toll Plaza,Maharashtra
77.1722937,28.1882936,Kiranj Toll Plaza,Haryana
78.286552,27.7918904,Kiratpur Toll Plaza,Uttar Pradesh
74.939169,26.595329,Kishangarh Toll Plaza,Rajasthan
75.7966206,25.135915,Kishorepura Toll Plaza,Rajasthan
76.1585586,28.6929599,Kitlana Toll Plaza,Haryana
76.70803064,28.10532693,KK Toll Plaza,Rajasthan
76.4228,28.6192,KK Toll Plaza,Haryana
72.1415156,21.6196125,Kobadi Toll Plaza,Gujarat
78.8478045,9.887468,Kodikottai Toll Plaza,Tamil Nadu
74.3185823,16.5417017,Kognoli Toll Plaza,Karnataka
78.194936,17.242673,Kokapet Toll Plaza,Telangana
81.5278362,25.5763926,Kokhraj Toll Plaza,Uttar Pradesh
81.5296482,25.5765394,Kokhraj (Sirohi) Toll Plaza,Uttar Pradesh
74.473085,19.84029,Kokmathan Toll Plaza,Maharashtra
86.5983799,22.4463767,Kokpara Toll Plaza,Jharkhand
80.0713634,13.0708533,Kolappancheri Toll Plaza,Tamil Nadu
74.3359426,29.5199622,Kolha Toll Plaza,Rajasthan
76.5757981,8.921251,Kollam Bypass Toll Plaza,Kerala
77.927905,18.017805,Kollapalle Toll Plaza,Telangana
72.3121314,26.9043408,Kolu Toll Plaza,Rajasthan
79.2835625,17.7774163,Komalla Toll Plaza,Telangana
79.4973501,18.0217374,Komatipalli Toll Plaza,Telangana
79.4999256,18.02174,KOMATIPALLI TOLL PLAZA,Telangana
77.0859981,26.5372248,Kondar Toll Plaza,Rajasthan
78.6758205,16.6120211,Konetipuram Toll Plaza,Telangana
73.078176,19.038,Kopra Kharghar Toll Plaza,Maharashtra
77.71604897,27.11511785,Korai Toll Plaza,Uttar Pradesh
79.4748511,17.1596639,Koralaphad Toll Plaza,Telangana
79.4722003,17.1585939,Korlapahad Toll Plaza,Telangana
74.9163954,30.826647,Kot Karora Kalan Toll Plaza,Punjab
75.796857,25.132814,Kota Bypass Toll Plaza,Rajasthan
80.0036,17.1314,Kothagudem Toll Plaza,Telangana
87.6472933,25.2379886,Kothiya Toll Plaza,Jharkhand
73.6279059,23.9936411,Kotp Toll Plaza,Rajasthan
81.7169501,17.027275,Kovvuru Plaz Toll Plaza,Andhra Pradesh
81.7189849,17.0269308,Kovvuru Toll Plaza,Andhra Pradesh
79.0968297,28.8296303,Koyla Toll Plaza,Uttar Pradesh
77.90926104,10.19443546,Kodairoad Toll Plaza,Tamil Nadu
78.201282,12.544621,Krishnagiri Toll Plaza,Tamil Nadu
82.1107,17.215448,Krishnavaram Toll Plaza,Andhra Pradesh
78.6213152,22.3634294,Kuabadla Toll Plaza,Madhya Pradesh
69.5333625,21.6975745,Kuchadi Toll Plaza,Gujarat
73.95733,26.980362,Kuchera Toll Plaza,Rajasthan
72.269757,24.4581016,Kuchhvada Toll Plaza,Gujarat
73.4521118,26.5739149,Kudi Toll Plaza,Rajasthan
84.7674799,25.5800474,Kulhariya Toll Plaza,Bihar
77.3750936,13.1149338,Kulumapalya Toll Plaza,Karnataka
76.3134323,9.8952883,Kumbalam Toll Plaza,Kerala
81.5362761,21.2527685,Kumhari Toll Plaza,Chhattisgarh
77.0252216,28.9103301,Kundali Toll Plaza,Haryana
82.3159597,25.6728153,Kunwarpur Toll Plaza,Uttar Pradesh
75.3362302,25.6950231,Kuradiya Toll Plaza,Rajasthan
76.5427711,30.9081357,Kurali Toll Plaza,Punjab
77.7848776,28.6280941,Kurana Toll Plaza,Uttar Pradesh
77.2633836,20.6956785,Kurankhed Toll Plaza,Maharashtra
82.126251,26.389542,Kurebhar Toll Plaza,Uttar Pradesh
75.9794457,14.3516296,Kurki Toll Plaza,Karnataka
78.0119877,15.887714,Kurnool District Toll Plaza,Telangana
79.5461961,11.2676655,Kurungudi Toll Plaza,Tamil Nadu
73.4397054,18.7602136,Kusgaon Nh48 Toll Plaza,Maharashtra
75.8205404,27.1531494,Kushalpura Toll Plaza,Rajasthan
76.2531451,25.9682658,Kusthala Toll Plaza,Rajasthan
75.3049241,14.2848013,Kutrahalli Toll Plaza,Karnataka
78.079924,12.0060995,L&T Krishnagiri Thopur P Toll Plaza,Tamil Nadu
76.9699254,29.4337007,L&T Panipat Toll Plaza,Haryana
73.114895,22.014877,L&T Vadodra Toll Plaza,Gujarat
78.0714667,30.2310507,Lachhiwala Toll vivek Pal raipur,Uttarakhand
78.1254076,30.2091826,Lachiwala Toll Plaza,Uttarakhand
75.790611,30.988606,Ladowal Toll Plaza,Punjab
75.5333336,32.1982061,Ladpalwan Toll Plaza,Punjab
75.5965406,32.3822169,Lakhanpur Toll Plaza,Jammu and Kashmir
73.8765429,28.0935861,Lakhasar Toll Plaza,Rajasthan
75.31341,25.482404,Lal Ka Khera Toll Plaza,Rajasthan
82.492672,25.2669968,Lalanagar Toll Plaza,Uttar Pradesh
74.7542777,20.8330746,Laling Toll Plaza,Maharashtra
74.8021501,34.0921739,Lamber Toll Plaza,Jammu and Kashmir
74.593839,25.5871683,Lambiya Kalan Toll Plaza,Rajasthan
73.0091886,27.1614351,Lamnannagar Toll Plaza,Rajasthan
75.64817688,29.29258703,Landhari Toll Plaza,Haryana
75.4762419,28.7015178,Lasedi Toll Plaza,Rajasthan
71.4463345,27.0299896,Lathi Toll Plaza,Rajasthan
